17	100134685891	アパート	98.25㎡	東京都板橋区東山町	"売主
オーナーチェンジ"	11,300万円	近商	186.30㎡	レオパレスＲＸ常盤台第４	-	一方	東武東上線　ときわ台	徒歩　13分	24.9m	（株）住栄都市サービス	1990年（平成 2年）12月	070-4198-7451
18	100134506158	アパート	457.44㎡	神奈川県横浜市西区西戸部町２丁目	売主	22,000万円	-	556.10㎡	サイレンスコーポ	-	-	相鉄線　西横浜	徒歩　16分	-	プロフィットマネジメントゼニス（株）	1987年（昭和62年） 5月	03-5791-4380
19	100134685888	アパート	128.92㎡	埼玉県川越市郭町１丁目	"売主
オーナーチェンジ"	3,480万円	一住	113.40㎡	レオパレス川越第７	-	二方	西武新宿線　本川越	停歩　8分/バス　5分	東5.1m	（株）住栄都市サービス	1992年（平成 4年） 3月	070-4198-7451
20	100134685887	アパート	1,275.01㎡	茨城県笠間市旭町	専属	6,400万円	-	530.96㎡		公開中	-			-	（株）ライフ東京		03-5817-8980
21	100134563108	マンション	457.44㎡	神奈川県横浜市西区西戸部町２丁目	売主	22,000万円	-	556.10㎡	サイレンスコーポ	-	-	相鉄線　西横浜	徒歩　16分	-	プロフィットマネジメントゼニス（株）	1987年（昭和62年） 5月	03-5791-4380
22	100134417139	アパート	126.39㎡	神奈川県横浜市神奈川区子安通３丁目	一般	7,646万円	一住	109.02㎡	新子安一棟アパート	-	一方	京浜急行線　京急新子安	徒歩　2分	南2m	（株）日本資産総研	2011年（平成23年）11月	0335258933
23	100134685884	アパート	201.45㎡	東京都中野区沼袋３丁目	"売主
オーナーチェンジ"	10,400万円	一低	143.72㎡	レオパレス野方第１６	-	一方	西武新宿線　沼袋	徒歩　7分	西5.4m	（株）住栄都市サービス	1991年（平成 3年）10月	070-4198-7451
24	100134121649	アパート	128.50㎡	東京都西東京市柳沢５丁目	"一般
オーナーチェンジ"	4,870万円	一低	105.99㎡	ハイツまある	-	-	西武新宿線　西武柳沢	徒歩　12分	-	（株）プロハウス	1993年（平成 5年） 6月	042-452-1680
25	100134685880	アパート	491.40㎡	東京都練馬区貫井５丁目	"売主
オーナーチェンジ"	16,300万円	一住	384.24㎡	レオパレスライブリィスターⅡ	-	二方	西武池袋線　中村橋	徒歩　13分	南東5.7m	（株）住栄都市サービス	2004年（平成16年） 2月	070-4198-7451
26	100134685873	マンション	462.00㎡	千葉県市川市福栄１丁目	"専任
オーナーチェンジ"	21,000万円	一住	508.27㎡		申込あり	一方	東西線　行徳	徒歩　9分	北西11m	ＲＢ不動産（株）	1988年（昭和63年） 1月	03-3518-8341
27	300134287242	マンション	400.60㎡	栃木県栃木市藤岡町藤岡	"売主
オーナーチェンジ"	1,960万円	-	267.72㎡	ルミエール藤岡	-	二方	東武日光線　藤岡	徒歩　34分	北4m	（同）Ｂｉｇ　Ｍｏｍ	1996年（平成 8年） 4月	05035776901
28	100134685809	アパート	263.48㎡	新潟県新潟市中央区長潟１丁目	専任	4,500万円	一中	248.42㎡	キャメルハウス長潟	公開中	一方	越後線　新潟	徒歩　29分	南9m	（株）アーバン・ホーム	2004年（平成16年）12月	025-384-0787
29	100121827629	アパート	145.82㎡	宮城県仙台市青葉区子平町	"売主
オーナーチェンジ"	3,980万円	二中	142.72㎡		-	一方	仙山線　東北福祉大前	徒歩　13分	東6m	（株）ホットハウス	2002年（平成14年） 8月	022-215-7787
30	300127069455	マンション	258.60㎡	大阪府大阪市東淀川区上新庄２丁目	"一般
オーナーチェンジ"	12,000万円	-	551.03㎡		-	-	阪急京都線　上新庄	徒歩　4分	-	ニチエイ（株）	1984年（昭和59年） 5月	06-6556-9085
31	100130532514	マンション	76.75㎡	東京都杉並区上高井戸１丁目	"一般
オーナーチェンジ"	12,000万円	準住	133.12㎡	アーバハイツ八幡山	-	一方	京王線　八幡山	徒歩　2分	-	（有）みのりや	2003年（平成15年）11月	0333008121
32	200129592682	アパート	219.27㎡	沖縄県那覇市泊２丁目	"一般
オーナーチェンジ"	23,800万円	商業	724.26㎡	尚平ビル	-	一方	ゆいレール　美栄橋	徒歩　9分/車　0.7km	北東18m	（株）エルアンドビー	1983年（昭和58年）12月	090-1695-2058
33	100134685708	アパート	239.51㎡	神奈川県秦野市南矢名	専任	1,980万円	-	110.96㎡		申込あり	-			-	大東建託リーシング（株）　本厚木店賃貸部		046-296-7174
34	100133803612	アパート	395.04㎡	北海道千歳市信濃２丁目	"専任
オーナーチェンジ"	5,000万円	二中	345.60㎡		公開中	角地	千歳線　千歳	徒歩　27分	南7.2m	（株）平和恒産	1989年（平成 1年）12月	0123-40-3000
35	100129436818	アパート	425.85㎡	千葉県八街市八街	"一般
オーナーチェンジ"	2,950万円	二中	327.36㎡	三幸ハイツＢ	-	一方	総武線　八街	徒歩　11分	北3.9m	吉田不動産（株）　本八幡店	1989年（平成 1年） 1月	047-314-8995
36	300133840212	マンション	124.59㎡	大阪府大阪市旭区新森２丁目	一般	8,100万円	-	265.09㎡		-	-	大阪メトロ今里筋線　新森古市	徒歩　6分	-	（株）万事屋		06-6829-7369
37	100130734384	アパート	198.37㎡	宮城県仙台市青葉区貝ケ森１丁目	"専任
オーナーチェンジ"	1,990万円	一低	139.12㎡	ロフティタクミ	公開中	一方	仙山線　東北福祉大前	徒歩　11分	北4m	（有）ホームステージ	1989年（平成 1年） 1月	0222937110
38	300132052065	マンション	120.11㎡	和歌山県海南市日方	専属	2,980万円	一住	124.75㎡		公開中	一方	紀勢線　海南	徒歩　5分	西3m	パラゴン（株）	2012年（平成24年）月不詳	072-240-4000
39	100134034500	アパート	53.04㎡	東京都荒川区東日暮里３丁目	売主	9,800万円	商業	119.88㎡		-	一方	常磐線　三河島	徒歩　4分	東4m	（株）ニューフロント	1998年（平成10年）10月	03-5830-6228
40	100134260975	マンション	231.80㎡	東京都新宿区西早稲田２丁目	"売主
オーナーチェンジ"	27,800万円	一中	427.70㎡	ニュービル高田馬場	-	一方	山手線　高田馬場	徒歩　9分	-	（株）ニューフロント	1984年（昭和59年） 5月	07031371989
41	100131717685	マンション	381.45㎡	茨城県土浦市城北町	"一般
オーナーチェンジ"	13,000万円	近商	1,050.00㎡	土浦市城北町　一棟売マンション	-	角地	常磐線　土浦	徒歩　15分	北6m	上総屋不動産（株）販売センター	1985年（昭和60年） 8月	029-855-1186
42	300134395177	マンション	139.56㎡	大阪府大阪市西区九条３丁目	一般	9,300万円	商業	302.48㎡	３０１空室　特区民泊人気エリア	-	二方	大阪メトロ中央線　九条	徒歩　4分	-	（株）ワールドネット	1987年（昭和62年） 8月	078-200-5379
43	200133485196	アパート	462.27㎡	静岡県駿東郡長泉町下長窪	"売主
オーナーチェンジ"	3,600万円	定めなし	284.40㎡		-	三方	御殿場線　長泉なめり	徒歩　20分	北8m	不動産王国（株）	1997年（平成 9年） 3月	055-955-7883
44	100131717354	アパート	2,516.35㎡	茨城県つくば市観音台１丁目	一般	19,050万円	一中	1,270.82㎡	つくば市観音台１丁目　４棟売アパート	-	二方	つくばＥＸ　みどりの	徒歩　67分	北6m	上総屋不動産（株）販売センター	1993年（平成 5年） 6月	029-855-1186
45	100133872474	マンション	87.83㎡	東京都目黒区洗足２丁目	"一般
オーナーチェンジ"	17,000万円	近商	226.12㎡	目黒区洗足２丁目一棟マンション	-	角地	目黒線　洗足	徒歩　2分	北西4.5m	住友不動産ステップ（株）　本社統括事業所　１課	1973年（昭和48年）12月	050-3112-9914
46	200132169693	アパート	318.00㎡	愛知県名古屋市南区芝町	"売主
オーナーチェンジ"	8,200万円	一住	414.00㎡		-	角地	桜通線　鶴里	徒歩　15分	北西12m	サンリッチエステート（株）	1996年（平成 8年） 3月	0522281468
47	200134222908	アパート	50.90㎡	静岡県浜松市中央区船越町	"一般
オーナーチェンジ"	6,800万円	近商	164.37㎡		-	一方	東海道線　浜松	徒歩　20分	西5.1m	（有）メークアイ	2022年（令和 4年） 5月	053-466-6363
48	100131698702	アパート	471.07㎡	北海道千歳市信濃２丁目	"一般
オーナーチェンジ"	5,800万円	二中	272.16㎡	ソラーレ信濃	-	一方	千歳線　千歳	徒歩　31分	西14m	（株）平和恒産	1984年（昭和59年） 7月	0123-40-3000
49	100134362953	アパート	137.41㎡	東京都町田市金森１丁目	"専属
オーナーチェンジ"	4,180万円	一低	110.72㎡	町田市金森１丁目アパート	公開中	角地	横浜線　町田	徒歩　11分	南東4.4m	住友不動産ステップ（株）　町田営業センター	1993年（平成 5年） 3月	050-3112-9792
50	100134656868	アパート	1,180.71㎡	群馬県高崎市新町	"専任
オーナーチェンジ"	6,500万円	一住	544.77㎡	メゾン・ド新町Ⅰ・Ⅱ	公開中	一方	高崎線　新町	徒歩　13分	南10m	たまき不動産事務所	1991年（平成 3年） 3月	0273252149
